chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
1	10699	+	CG	0.938	16.00	15	16	24	24	0.717	0.989
1	10700	-	CG	0.958	24.00	23	24	16	16	0.798	0.993
1	10701	-	CHG	0.000	19.00	0	19	16	16	0.000	0.168
1	10702	+	CG	1.000	16.00	16	16	19	19	0.806	1.000
1	10703	-	CG	0.895	19.00	17	19	16	16	0.686	0.971
1	10704	+	CHG	0.062	16.00	1	16	19	19	0.011	0.283
1	10706	-	CHG	0.000	19.00	0	19	16	16	0.000	0.168
1	10707	-	CHH	0.000	19.00	0	19	16	16	0.000	0.168
1	10708	+	CG	0.938	16.00	15	16	19	19	0.717	0.989
1	10709	-	CG	0.947	19.00	18	19	16	16	0.754	0.991
1	10710	+	CHG	0.000	16.00	0	16	18	18	0.000	0.194
1	10712	-	CHG	0.000	19.00	0	19	16	16	0.000	0.168
1	10714	-	CHH	0.000	19.00	0	19	16	16	0.000	0.168
1	10716	-	CHH	0.000	19.00	0	19	16	16	0.000	0.168
1	10717	-	CHH	0.000	19.00	0	19	16	16	0.000	0.168
1	10718	+	CG	0.812	16.00	13	16	19	19	0.570	0.934
1	10719	-	CG	0.895	19.00	17	19	16	16	0.686	0.971
1	10720	+	CG	0.625	16.00	10	16	19	19	0.386	0.815
1	10721	-	CG	0.632	19.00	12	19	16	16	0.410	0.809
1	10722	+	CHG	0.000	16.00	0	16	19	19	0.000	0.194
1	10723	+	CG	0.875	16.00	14	16	19	19	0.640	0.965
1	10724	-	CG	0.895	19.00	17	19	16	16	0.686	0.971
1	10725	+	CG	0.812	16.00	13	16	19	19	0.570	0.934
1	10726	-	CG	0.895	19.00	17	19	16	16	0.686	0.971
1	10727	+	CHG	0.000	16.00	0	16	19	19	0.000	0.194
1	10728	+	CG	0.750	12.00	9	12	19	19	0.468	0.911
1	10729	-	CG	0.947	19.00	18	19	12	12	0.754	0.991
1	10730	-	CHG	0.050	20.00	1	20	12	12	0.009	0.236
1	10731	+	CG	0.917	12.00	11	12	20	20	0.646	0.985
1	10732	-	CG	0.800	20.00	16	20	12	12	0.584	0.919
1	10733	+	CHG	0.000	12.00	0	12	20	20	0.000	0.243
1	10735	-	CHG	0.000	20.00	0	20	12	12	-0.000	0.161
1	10736	-	CHH	0.000	20.00	0	20	12	12	-0.000	0.161
1	10737	+	CG	0.917	12.00	11	12	20	20	0.646	0.985
1	10738	-	CG	0.900	20.00	18	20	12	12	0.699	0.972
1	10739	+	CHG	0.000	12.00	0	12	20	20	0.000	0.243
1	10741	-	CHG	0.000	20.00	0	20	12	12	-0.000	0.161
1	10743	-	CHH	0.000	20.00	0	20	12	12	-0.000	0.161
1	10745	-	CHH	0.000	20.00	0	20	11	11	-0.000	0.161
1	10746	-	CHH	0.000	20.00	0	20	11	11	-0.000	0.161
1	10747	+	CG	0.583	12.00	7	12	20	20	0.320	0.807
1	10748	-	CG	0.850	20.00	17	20	12	12	0.640	0.948
1	10749	+	CG	0.583	12.00	7	12	20	20	0.320	0.807
1	10750	-	CG	0.650	20.00	13	20	11	11	0.433	0.819
1	10751	+	CHG	0.000	12.00	0	12	20	20	0.000	0.243
1	10752	+	CG	0.833	12.00	10	12	20	20	0.552	0.953
1	10753	-	CG	0.900	20.00	18	20	12	12	0.699	0.972
1	10754	+	CG	0.667	12.00	8	12	20	20	0.391	0.862
1	10755	-	CG	0.850	20.00	17	20	12	12	0.640	0.948
1	10756	+	CHG	0.000	12.00	0	12	20	20	0.000	0.243
1	10757	+	CG	0.955	22.00	21	22	20	20	0.782	0.992
1	10758	-	CG	1.000	20.00	20	20	22	22	0.839	1.000
1	10759	-	CHG	0.000	13.00	0	13	22	22	0.000	0.228
1	10760	+	CG	0.864	22.00	19	22	13	13	0.667	0.953
1	10761	-	CG	0.769	13.00	10	13	22	22	0.497	0.918
1	10762	+	CHG	0.045	22.00	1	22	13	13	0.008	0.218
1	10764	-	CHG	0.077	13.00	1	13	22	22	0.014	0.333
1	10765	-	CHH	0.000	13.00	0	13	22	22	0.000	0.228
1	10766	+	CG	0.909	22.00	20	22	13	13	0.722	0.975
1	10767	-	CG	0.846	13.00	11	13	22	22	0.578	0.957
1	10768	+	CHG	0.000	22.00	0	22	13	13	0.000	0.149
1	10770	-	CHG	0.000	13.00	0	13	22	22	0.000	0.228
1	10772	-	CHH	0.000	13.00	0	13	22	22	0.000	0.228
1	10774	-	CHH	0.000	13.00	0	13	22	22	0.000	0.228
1	10775	-	CHH	0.000	13.00	0	13	21	21	0.000	0.228
1	10776	+	CG	0.818	22.00	18	22	13	13	0.615	0.927
1	10777	-	CG	0.769	13.00	10	13	22	22	0.497	0.918
1	10778	+	CG	0.619	21.00	13	21	13	13	0.409	0.792
1	10779	-	CG	0.462	13.00	6	13	19	19	0.232	0.709
1	10780	+	CHG	0.000	22.00	0	22	13	13	0.000	0.149
1	10781	+	CG	0.682	22.00	15	22	13	13	0.473	0.836
1	10782	-	CG	0.769	13.00	10	13	22	22	0.497	0.918
1	10783	+	CG	0.773	22.00	17	22	13	13	0.566	0.899
1	10784	-	CG	0.692	13.00	9	13	22	22	0.424	0.873
1	10785	+	CHG	0.000	22.00	0	22	13	13	0.000	0.149
1	10786	+	CG	1.000	32.00	32	32	13	13	0.893	1.000
1	10787	-	CG	0.846	13.00	11	13	32	32	0.578	0.957
1	10789	+	CG	0.906	32.00	29	32	0	0	0.758	0.968
1	10791	+	CHG	0.000	32.00	0	32	0	0	0.000	0.107
1	10795	+	CG	1.000	32.00	32	32	0	0	0.893	1.000
1	10797	+	CHG	0.000	32.00	0	32	0	0	0.000	0.107
1	10801	+	CHH	0.000	32.00	0	32	0	0	0.000	0.107
1	10803	+	CHH	0.000	32.00	0	32	0	0	0.000	0.107
1	10807	+	CHH	0.000	32.00	0	32	0	0	0.000	0.107
1	10811	+	CG	0.844	32.00	27	32	0	0	0.682	0.931
1	10813	+	CG	0.969	32.00	31	32	0	0	0.843	0.994
1	10831	-	CHH	0.000	15.00	0	15	0	0	-0.000	0.204
1	10833	-	CG	1.000	15.00	15	15	0	0	0.796	1.000
1	10836	-	CHG	0.000	15.00	0	15	0	0	-0.000	0.204
1	10837	-	CHH	0.000	15.00	0	15	0	0	-0.000	0.204
1	10839	-	CG	0.933	15.00	14	15	0	0	0.702	0.988
1	10842	-	CHG	0.000	15.00	0	15	0	0	-0.000	0.204
1	10844	-	CHH	0.000	15.00	0	15	0	0	-0.000	0.204
1	10846	-	CHH	0.000	15.00	0	15	0	0	-0.000	0.204
1	10847	-	CHH	0.000	15.00	0	15	0	0	-0.000	0.204
1	10849	-	CG	0.800	15.00	12	15	0	0	0.548	0.930
1	10851	-	CG	0.667	15.00	10	15	0	0	0.417	0.848
1	10854	-	CG	1.000	15.00	15	15	0	0	0.796	1.000
1	10856	-	CG	0.867	15.00	13	15	0	0	0.621	0.963
1	10858	+	CG	0.900	30.00	27	30	15	15	0.744	0.965
1	10859	-	CG	1.000	15.00	15	15	30	30	0.796	1.000
1	10861	+	CG	0.833	30.00	25	30	0	0	0.664	0.927
1	10863	+	CHG	0.000	30.00	0	30	0	0	-0.000	0.114
1	10867	+	CG	0.933	30.00	28	30	0	0	0.787	0.982
1	10869	+	CHG	0.000	30.00	0	30	0	0	-0.000	0.114
1	10875	+	CHH	0.000	30.00	0	30	0	0	-0.000	0.114
1	10877	+	CHH	0.000	30.00	0	30	0	0	-0.000	0.114
1	10881	+	CHH	0.000	30.00	0	30	0	0	-0.000	0.114
1	10884	+	CHG	0.033	30.00	1	30	0	0	0.006	0.167
1	10885	+	CG	0.967	30.00	29	30	0	0	0.833	0.994
1	10907	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	10909	-	CG	1.000	6.00	6	6	0	0	0.610	1.000
1	10912	-	CHG	0.000	6.00	0	6	0	0	0.000	0.390
1	10913	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	10915	-	CG	1.000	6.00	6	6	0	0	0.610	1.000
1	10918	-	CHG	0.000	6.00	0	6	0	0	0.000	0.390
1	10920	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	10922	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	10923	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	10925	-	CG	0.833	6.00	5	6	0	0	0.436	0.970
1	10930	-	CG	0.667	6.00	4	6	0	0	0.300	0.903
1	10932	-	CG	0.667	6.00	4	6	0	0	0.300	0.903
1	10934	+	CG	0.957	23.00	22	23	6	6	0.790	0.992
1	10935	-	CG	0.833	6.00	5	6	23	23	0.436	0.970
1	10937	+	CG	0.957	23.00	22	23	0	0	0.790	0.992
1	10939	+	CHG	0.000	23.00	0	23	0	0	-0.000	0.143
1	10943	+	CG	0.870	23.00	20	23	0	0	0.679	0.955
1	10945	+	CHG	0.043	23.00	1	23	0	0	0.008	0.210
1	10951	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	10953	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	10957	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	10961	+	CG	0.913	23.00	21	23	0	0	0.732	0.976
1	11032	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	11035	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	11038	-	CHG	0.000	6.00	0	6	0	0	0.000	0.390
1	11039	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	11041	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	11046	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	11049	-	CG	0.667	6.00	4	6	0	0	0.300	0.903
1	11053	-	CG	0.500	6.00	3	6	0	0	0.188	0.812
1	11054	-	CHG	0.000	6.00	0	6	0	0	0.000	0.390
1	11056	-	CG	0.500	6.00	3	6	0	0	0.188	0.812
1	11058	+	CG	0.667	15.00	10	15	6	6	0.417	0.848
1	11059	-	CG	0.667	6.00	4	6	15	15	0.300	0.903
1	11062	+	CHG	0.000	15.00	0	15	0	0	-0.000	0.204
1	11068	+	CG	0.667	15.00	10	15	0	0	0.417	0.848
1	11082	+	CG	0.200	15.00	3	15	0	0	0.070	0.452
1	11084	+	CHG	0.000	15.00	0	15	0	0	-0.000	0.204
1	11085	+	CG	0.933	15.00	14	15	0	0	0.702	0.988
1	11130	-	CG	0.933	15.00	14	15	0	0	0.702	0.988
1	11131	-	CHG	0.000	15.00	0	15	0	0	-0.000	0.204
1	11132	-	CHH	0.000	15.00	0	15	0	0	-0.000	0.204
1	11135	-	CHH	0.000	15.00	0	15	0	0	-0.000	0.204
1	11143	-	CHG	0.000	15.00	0	15	0	0	-0.000	0.204
1	11150	-	CG	0.933	15.00	14	15	0	0	0.702	0.988
1	11155	-	CHH	0.000	15.00	0	15	0	0	-0.000	0.204
1	11157	+	CG	0.938	16.00	15	16	19	19	0.717	0.989
1	11158	-	CG	0.684	19.00	13	19	16	16	0.460	0.846
1	11159	-	CHG	0.000	4.00	0	4	16	16	0.000	0.490
1	11160	-	CHH	0.000	4.00	0	4	16	16	0.000	0.490
1	11163	+	CG	0.812	16.00	13	16	4	4	0.570	0.934
1	11164	-	CG	0.750	4.00	3	4	16	16	0.301	0.954
1	11166	+	CHG	0.000	16.00	0	16	4	4	0.000	0.194
1	11167	+	CG	0.938	16.00	15	16	4	4	0.717	0.989
1	11168	-	CG	1.000	4.00	4	4	16	16	0.510	1.000
1	11169	+	CHH	0.000	16.00	0	16	4	4	0.000	0.194
1	11170	+	CHH	0.000	16.00	0	16	4	4	0.000	0.194
1	11171	+	CHH	0.000	16.00	0	16	4	4	0.000	0.194
1	11172	+	CHH	0.000	16.00	0	16	4	4	0.000	0.194
1	11175	-	CHH	0.000	4.00	0	4	16	16	0.000	0.490
1	11176	+	CHH	0.000	16.00	0	16	4	4	0.000	0.194
1	11179	-	CHH	0.000	4.00	0	4	16	16	0.000	0.490
1	11180	+	CHG	0.000	16.00	0	16	4	4	0.000	0.194
1	11182	-	CHG	0.000	4.00	0	4	16	16	0.000	0.490
1	11183	+	CHG	0.000	16.00	0	16	4	4	0.000	0.194
1	11184	+	CG	0.464	28.00	13	28	4	4	0.295	0.642
1	11185	-	CG	1.000	4.00	4	4	28	28	0.510	1.000
1	11188	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	11190	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	11193	+	CHG	0.000	12.00	0	12	0	0	0.000	0.243
1	11198	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	11199	+	CHG	0.000	12.00	0	12	0	0	0.000	0.243
1	11200	+	CG	0.667	12.00	8	12	0	0	0.391	0.862
1	11202	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	11206	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	11208	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	11210	+	CG	0.583	12.00	7	12	0	0	0.320	0.807
1	11273	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
1	11275	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	11276	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	11278	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	11279	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	11283	-	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	11285	-	CG	0.571	7.00	4	7	0	0	0.250	0.842
1	11292	-	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	11295	-	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	11296	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	11298	-	CG	0.000	7.00	0	7	0	0	0.000	0.354
1	11300	+	CG	0.469	32.00	15	32	7	7	0.309	0.636
1	11301	-	CG	0.286	7.00	2	7	32	32	0.082	0.641
1	11305	+	CHH	0.000	32.00	0	32	0	0	0.000	0.107
1	11307	+	CHG	0.000	32.00	0	32	0	0	0.000	0.107
1	11310	+	CHG	0.000	32.00	0	32	0	0	0.000	0.107
1	11315	+	CHH	0.000	32.00	0	32	0	0	0.000	0.107
1	11316	+	CHH	0.000	32.00	0	32	0	0	0.000	0.107
1	11317	+	CHH	0.000	32.00	0	32	0	0	0.000	0.107
1	11319	+	CHH	0.000	32.00	0	32	0	0	0.000	0.107
1	11323	+	CHH	0.000	32.00	0	32	0	0	0.000	0.107
1	11327	+	CHG	0.000	32.00	0	32	0	0	0.000	0.107
1	11413	-	CHG	0.000	4.00	0	4	0	0	0.000	0.490
1	11416	-	CHG	0.000	4.00	0	4	0	0	0.000	0.490
1	11417	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
1	11420	-	CHG	0.000	4.00	0	4	0	0	0.000	0.490
1	11423	-	CHG	0.000	4.00	0	4	0	0	0.000	0.490
1	11424	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
1	11425	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
1	11426	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
1	11432	-	CHG	0.000	4.00	0	4	0	0	0.000	0.490
1	11434	+	CG	0.794	34.00	27	34	4	4	0.632	0.897
1	11435	-	CG	1.000	4.00	4	4	34	34	0.510	1.000
1	11438	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11439	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11440	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11442	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11446	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11448	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11449	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11452	+	CHG	0.000	34.00	0	34	0	0	0.000	0.102
1	11454	-	CHG	0.000	37.00	0	37	34	34	0.000	0.094
1	11457	+	CHG	0.000	34.00	0	34	37	37	0.000	0.102
1	11459	-	CHG	0.000	37.00	0	37	34	34	0.000	0.094
1	11460	-	CHH	0.000	37.00	0	37	34	34	0.000	0.094
1	11461	+	CG	0.794	34.00	27	34	37	37	0.632	0.897
1	11462	-	CG	0.730	37.00	27	37	34	34	0.570	0.846
1	11463	-	CHG	0.000	37.00	0	37	0	0	0.000	0.094
1	11470	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	11471	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	11472	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	11480	+	CG	0.000	1.00	0	1	37	37	0.000	0.793
1	11481	-	CG	0.838	37.00	31	37	1	1	0.689	0.923
1	11485	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	11491	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	11500	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	11502	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	11763	+	CG	0.565	23.00	13	23	0	0	0.368	0.744
1	11765	-	CHG	0.000	21.00	0	21	23	23	0.000	0.155
1	11767	-	CHH	0.000	21.00	0	21	23	23	0.000	0.155
1	11770	-	CHH	0.000	21.00	0	21	23	23	0.000	0.155
1	11772	-	CHH	0.000	21.00	0	21	23	23	0.000	0.155
1	11776	-	CHH	0.000	21.00	0	21	23	23	0.000	0.155
1	11778	+	CHG	0.000	23.00	0	23	21	21	-0.000	0.143
1	11780	-	CHG	0.000	21.00	0	21	23	23	0.000	0.155
1	11781	+	CG	0.652	23.00	15	23	21	21	0.449	0.812
1	11782	-	CG	0.762	21.00	16	21	23	23	0.549	0.894
1	11783	+	CHH	0.000	23.00	0	23	21	21	-0.000	0.143
1	11790	-	CHH	0.000	21.00	0	21	23	23	0.000	0.155
1	11791	+	CHG	0.000	23.00	0	23	21	21	-0.000	0.143
1	11792	+	CG	0.618	34.00	21	34	21	21	0.450	0.761
1	11793	-	CG	0.905	21.00	19	21	34	34	0.711	0.973
1	11799	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11800	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11805	+	CHG	0.000	34.00	0	34	0	0	0.000	0.102
1	11810	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11811	+	CHG	0.000	34.00	0	34	0	0	0.000	0.102
1	11814	+	CHH	0.000	34.00	0	34	0	0	0.000	0.102
1	11817	-	CHH	0.000	55.00	0	55	34	34	0.000	0.065
1	11820	-	CHH	0.000	55.00	0	55	34	34	0.000	0.065
1	11828	-	CG	0.745	55.00	41	55	0	0	0.617	0.842
1	11830	-	CHH	0.018	55.00	1	55	0	0	0.003	0.096
1	11834	-	CHH	0.000	55.00	0	55	0	0	0.000	0.065
1	11838	-	CHG	0.000	55.00	0	55	0	0	0.000	0.065
1	11842	+	CG	0.632	19.00	12	19	55	55	0.410	0.809
1	11843	-	CG	0.818	55.00	45	55	19	19	0.697	0.898
1	11849	+	CHH	0.000	19.00	0	19	0	0	0.000	0.168
1	11853	+	CHH	0.000	19.00	0	19	0	0	0.000	0.168
1	11855	+	CHH	0.000	19.00	0	19	0	0	0.000	0.168
1	11856	+	CHH	0.000	19.00	0	19	0	0	0.000	0.168
1	11863	+	CHH	0.000	19.00	0	19	0	0	0.000	0.168
1	11868	+	CG	0.684	19.00	13	19	0	0	0.460	0.846
1	11934	-	CHH	0.000	149.00	0	149	0	0	0.000	0.025
1	11939	-	CHG	0.000	150.00	0	150	0	0	0.000	0.025
1	11947	-	CG	0.640	150.00	96	150	0	0	0.561	0.712
1	11949	-	CHH	0.000	150.00	0	150	0	0	0.000	0.025
1	11961	-	CG	0.627	150.00	94	150	0	0	0.547	0.700
1	12271	+	CG	1.000	14.00	14	14	0	0	0.785	1.000
1	12274	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	12275	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	12276	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	12278	+	CG	1.000	14.00	14	14	0	0	0.785	1.000
1	12280	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	12282	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	12283	+	CHG	0.000	14.00	0	14	0	0	0.000	0.215
1	12286	+	CHG	0.000	14.00	0	14	0	0	0.000	0.215
1	12289	+	CHG	0.000	14.00	0	14	0	0	0.000	0.215
1	12294	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	12295	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	12296	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	12297	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	12306	-	CG	0.864	22.00	19	22	0	0	0.667	0.953
1	12310	-	CHG	0.000	22.00	0	22	0	0	0.000	0.149
1	12313	-	CHG	0.000	22.00	0	22	0	0	0.000	0.149
1	12319	-	CG	1.000	22.00	22	22	0	0	0.851	1.000
1	12320	-	CHG	0.000	22.00	0	22	0	0	0.000	0.149
1	12322	-	CHH	0.000	22.00	0	22	0	0	0.000	0.149
1	12329	-	CHH	0.000	22.00	0	22	0	0	0.000	0.149
1	12332	-	CG	0.955	22.00	21	22	0	0	0.782	0.992
1	12355	+	CG	0.929	14.00	13	14	0	0	0.685	0.987
1	12358	+	CHG	0.000	14.00	0	14	0	0	0.000	0.215
1	12371	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	12373	+	CHG	0.000	14.00	0	14	0	0	0.000	0.215
1	12376	+	CHG	0.000	14.00	0	14	0	0	0.000	0.215
1	12381	+	CHG	0.000	14.00	0	14	0	0	0.000	0.215
1	12559	-	CG	1.000	1.00	1	1	0	0	0.207	1.000
1	12560	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	12562	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	12565	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	12568	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	12569	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	12571	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	12574	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	12576	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	12578	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	12579	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	12580	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	12586	+	CG	1.000	10.00	10	10	1	1	0.722	1.000
1	12587	-	CG	1.000	1.00	1	1	10	10	0.207	1.000
1	12589	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
